district_name,doc_type,title,url,adopted,source_page,notes
Norwich Fire District 1,minutes,PCMeetingMinutes_FINAL_2018-12-17.pdf,https://drive.google.com/file/d/1b1wf6-LdCl4_gEdDLkoDXmHLtF-4Cb9c/view,,https://drive.google.com/drive/folders/1jYR9_KTqlwkCPkPtqKCtFh_ADUrv7Spr,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,PC_MEETINGS_APPROVED_1-7-2002.pdf,https://drive.google.com/file/d/1CeztKuoEefSJ-3X8igD8OQgqX11cEV3W/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,PC_MEETINGS_APPROVED_2-11-2002.pdf,https://drive.google.com/file/d/1TdvzLK8I0ZwIqwMFAOrGI5zrHLsjgS5r/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,PC_MEETINGS_APPROVED_3-20-2002.pdf,https://drive.google.com/file/d/12jU5sNpz4Z1eJDpCULXhIPX1ExIuWcJw/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_10-16-2001.pdf,https://drive.google.com/file/d/1IxCIpOU_3AguV7OUbCGEm-7cMQxgyWBU/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_11-15-2001.pdf,https://drive.google.com/file/d/1uf9eiMeWx5ILvLvHoVcU2_KovDYUnNNM/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_12-4-2001.pdf,https://drive.google.com/file/d/17p0fEVaV7KZ9VEdGVM5hqwSkVDf2Hlli/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_2-27-2001.pdf,https://drive.google.com/file/d/1E08FnOxLQK71eHnULLRAABVkkBiqsGNh/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_3-20-2001.pdf,https://drive.google.com/file/d/1-RT_XFATOaXwWFUncu2aZ8s1fH3VXcb7/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_4-24-2001.pdf,https://drive.google.com/file/d/1PNG8ojhIcGZMKzLezXcZJ83Hyhe2eT6b/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_6-19-2001.pdf,https://drive.google.com/file/d/1a6opzOaMKXhmFODR46v70lg3x_3OU484/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_7-12-2001.pdf,https://drive.google.com/file/d/1p_A8ia9Kc4hPxeUE5Z2ZGLfbHxMryKto/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MEETING_MINUTES_APPROVED_9-18-2001.pdf,https://drive.google.com/file/d/1l_hsWFO-opb9UtBtc6fA7NdAER_TKeef/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,PC_MINTUES_APPROVED_1-23-2006.pdf,https://drive.google.com/file/d/1YALgQY8vSsl-CIFNKq8KxP0PKCbtjPrZ/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,other,PC_MINTUES_APPROVED_1-23-2006.pdf,https://drive.google.com/file/d/1YLeDwPw_hR0v00ZiufazGlnUlo8ylpl_/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES-APPROVED_8-5-87.pdf,https://drive.google.com/file/d/14HHf5p_W4h4psJpjrSZafrqW4WC2VDKn/view,,https://drive.google.com/drive/folders/1rud1NlfoRKaV5HD53taEMI0_sEIs0Eud,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_1-7-13.pdf,https://drive.google.com/file/d/1Zy9I3RRDtljqnXihfmftr3QaX3gweesp/view,,https://drive.google.com/drive/folders/1h5lzSdgViQYUkPgxnCKNoNicihk90t_L,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_10-7-13.pdf,https://drive.google.com/file/d/1asNFAe0rqCM4wAByZszPnkScapKo_PA5/view,,https://drive.google.com/drive/folders/1h5lzSdgViQYUkPgxnCKNoNicihk90t_L,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_5-13-13.pdf,https://drive.google.com/file/d/13eE4TK4lr8qzy-ERlZTzuWyBn1bblz5d/view,,https://drive.google.com/drive/folders/1h5lzSdgViQYUkPgxnCKNoNicihk90t_L,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_6-17-13 .pdf,https://drive.google.com/file/d/1wTGb2OPXXugRdorQIQIUFmG0WwAVjbUR/view,,https://drive.google.com/drive/folders/1h5lzSdgViQYUkPgxnCKNoNicihk90t_L,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_9-9-13.pdf,https://drive.google.com/file/d/1dEfN3_jBC3GH0rvI-Uzir_ReiyoZLWfU/view,,https://drive.google.com/drive/folders/1h5lzSdgViQYUkPgxnCKNoNicihk90t_L,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-13-2003.pdf,https://drive.google.com/file/d/1jDHqDQOjSGLMGhT2GwzivRyJutPnBlRE/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-14-2004.pdf,https://drive.google.com/file/d/1ARg8Uko9axCIq7rvTfyP8TpAQtLGA971/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-21-2008.pdf,https://drive.google.com/file/d/1z9etkyRkHL06cJ2g29Z90TW-WrfY8rmm/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-26-2009.pdf,https://drive.google.com/file/d/1LYIDz5_70cVzyFn75bJN_-SEAuU4U7MJ/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-4-2001.pdf,https://drive.google.com/file/d/17K4XdEmvpyRN_11Jz7i1mCqknXnmvASQ/view,,https://drive.google.com/drive/folders/14DuCqtgQdIxjRMgfTxEOhck2flV_WVOx,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-4-2005.pdf,https://drive.google.com/file/d/1sChAZT19ulIkdaNMr5eMN9M8zxNyu3sO/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-4-99.pdf,https://drive.google.com/file/d/1s7LNMPOZ6AUe7Xa8zvbYcZSu0qoENbyk/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-5-99.pdf,https://drive.google.com/file/d/1xfA25q6AOm_4m483D-KlJZ2_BTt7zaxd/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-7-2003.pdf,https://drive.google.com/file/d/1UNFYgEVzNoMDnubSR_A7feChcwh-XasM/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_1-7-2008.pdf,https://drive.google.com/file/d/1vDPeRWrKds4KUgc3-r7RdKBKvF4Z7q5j/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-1-2002.pdf,https://drive.google.com/file/d/1-4MAb_jF0xip6l6V8BtuJmeGgogd3bD-/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-12-2004.pdf,https://drive.google.com/file/d/1FJY_Yh4byT2bE7hHj7dwvcnqKnetMsHf/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-12-99.pdf,https://drive.google.com/file/d/10WVTlPP_OvtUynBCev-dRjAakMao1F0j/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-14-2003.pdf,https://drive.google.com/file/d/1cdeZSWRpYhKTGjJOAX2iSBi9BXoZIo9o/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-16-2006.pdf,https://drive.google.com/file/d/1IUCvEfCVkdkvTQwCMRW_2syFlg8Oxgp5/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-16-2006.pdf,https://drive.google.com/file/d/1VB5BJwuWAWzVBk087jSTB8qPSGnzv0wd/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-21-2009.pdf,https://drive.google.com/file/d/1l2vlPvEaNBB84LjBnZcMjBRE18ehc9Q8/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-23-2000.pdf,https://drive.google.com/file/d/1QIEkFITCrxDjNfpQo9NPyk32yj4QIvYA/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-27-2008.pdf,https://drive.google.com/file/d/1qlJQZifmBj1ebesmYe0vZ-ruukif3amI/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_10-8-2007.pdf,https://drive.google.com/file/d/1BpKKq510FN_J2Do3FXPsw4YrO4Y0Dpy5/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-11-2002.pdf,https://drive.google.com/file/d/1BKexXpgelqTZaMySDfvf7dykUWmq4a97/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-12-2003.pdf,https://drive.google.com/file/d/1jBNTbw0g_ux7m3M41rnWk63sfmN_Uz8J/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-12-2007.pdf,https://drive.google.com/file/d/1Z8AU5cz_qgR6fjI5AklOEr0ZSIuHJ-fn/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-14-2005.pdf,https://drive.google.com/file/d/1DdS2USF0KPTFkhitLrBnlX18cGJaQQAP/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-15-2000.pdf,https://drive.google.com/file/d/170ta0_nBKzimx8g3sGJwM7fyfxusV-VJ/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-16-2009.pdf,https://drive.google.com/file/d/1l94-jFHuVgRGRtHH3wlltQ-B9lfiEKKe/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-17-2008.pdf,https://drive.google.com/file/d/1x7FteydI7pY56XZPADAbGSktg805jnVD/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-23-2004.pdf,https://drive.google.com/file/d/1l_Rss6RGBg2O-ly2AM0Rprj8ZVkq9KME/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-6-2006.pdf,https://drive.google.com/file/d/16bPeMvIWKhyd76rz7iz_Wbp3ZRwHAyYr/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_11-6-2006.pdf,https://drive.google.com/file/d/1uv0OJZQ0lUPr54rmDlQ8abjnlfZnD0dl/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-10-2003.pdf,https://drive.google.com/file/d/1-ESW32Nr2wOJkEO5ydbO6mzPQe-9Xjd8/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-10-2007.pdf,https://drive.google.com/file/d/1ef6H0t_PSWd0-xTTteeHVIIXsxvF6Zwa/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-10-87.pdf,https://drive.google.com/file/d/1uufVbKw2EbVMqPf6WCRgjJHAxzvkei5b/view,,https://drive.google.com/drive/folders/1rud1NlfoRKaV5HD53taEMI0_sEIs0Eud,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-11-2006.pdf,https://drive.google.com/file/d/14T25s5aXvdGY0Mm5NkrDSKALaoarsSqR/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-11-2006.pdf,https://drive.google.com/file/d/1nw4Xp2m5lohTPuBHoIkbTnQTpGTgV_0J/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-14-2004.pdf,https://drive.google.com/file/d/1Ewzi8Udxb1v-UlDWAtG44cVnvqfwCRn2/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-14-2009.pdf,https://drive.google.com/file/d/1jYHnr0kaV7tVPChU2OPXN9QUYmwCt6AR/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-14-87.pdf,https://drive.google.com/file/d/1E7MmBjKYrADfGFS3tBb5sh4Azj38e-7I/view,,https://drive.google.com/drive/folders/1rud1NlfoRKaV5HD53taEMI0_sEIs0Eud,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-15-2008.pdf,https://drive.google.com/file/d/1ZpcSLbINwsezhdoD6Fu7PPEZ0QKrRZ0i/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-17-2002.pdf,https://drive.google.com/file/d/1T4s6q9JeS0Y_QqTbvYnF7KhhOReMH1HT/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-19-2005.pdf,https://drive.google.com/file/d/19sIfrdWnIQHNxjMP1FAWcBsiYu1DnBoR/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-2-87.pdf,https://drive.google.com/file/d/1FWqpvfhHwLAikMp73N9halcxzr0jDsdy/view,,https://drive.google.com/drive/folders/1rud1NlfoRKaV5HD53taEMI0_sEIs0Eud,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-20-2000.pdf,https://drive.google.com/file/d/1XbzM0WpjOp8dfKiNz-xlLgEKkSMUuU7Z/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_12-29-2003.pdf,https://drive.google.com/file/d/1sAx_H37x9mf_sHX0uSFy9P3KU4A9M9RH/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-11-2008.pdf,https://drive.google.com/file/d/1s5rOOPRMc52Y4YMpXiJsBV9wQ6KHHyx5/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-12-2007.pdf,https://drive.google.com/file/d/1pR4eQVOu1tRorGPt_aSdrwy8wyeayo-e/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-13-2006.pdf,https://drive.google.com/file/d/14Q8M9WxY9y6vEb6kE542mgR1TLE70ZOj/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-13-2006.pdf,https://drive.google.com/file/d/1RMYQXuQ7NAiT_tin3_gAAu0N3wblJtVs/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-14-2005.pdf,https://drive.google.com/file/d/1ZXzYujQZQG3bd_8uQ5FbDW5l68iDJbOB/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-18-2003.pdf,https://drive.google.com/file/d/1b72HmxNhJ-eapBtaf1UxlP8bKBdbW2w8/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-23-2009.pdf,https://drive.google.com/file/d/1qB3XlQKQNp2kKf10Ps7kgpT61TviTWkx/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-26-2005.pdf,https://drive.google.com/file/d/1XDzdM69Tq-Ln2tZmZZGf51NhyQXQRMDr/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-8-2000.pdf,https://drive.google.com/file/d/17FaQDLENBGe6a9ZM9GViBGpMewi7qCMr/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2-9-99.pdf,https://drive.google.com/file/d/1OA0KqC765IA4apMmfD30CDAj6Ckx1DyH/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-1-27.pdf,https://drive.google.com/file/d/1ZCwpJX9_OZeA3IX5tkETLjnSZVM71kzb/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-10-13.pdf,https://drive.google.com/file/d/1sR4xcWh7d6TMZ7ZAtZ7CIyytEWiqP3LZ/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-10-26.pdf,https://drive.google.com/file/d/1ZYn9hwCdnTuix0zby2RVAhDUsx4sucHS/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-11-23.pdf,https://drive.google.com/file/d/1rhLhXZt248_6pVwEv0rkeDNeV1kSo27E/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-11-9.pdf,https://drive.google.com/file/d/1otk2-E1Gb6Hpu90jq5JyC9OkoWsCAjMQ/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-12-21.pdf,https://drive.google.com/file/d/1t7pQmes1tPzKlQ0bNfXCd73oJKwYQfzS/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-12-7.pdf,https://drive.google.com/file/d/1i8Dn-aa-LKiIWbjB_-DP6nc3USfVLIsA/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
